NORM_Abundance BR1 126 control,NORM_Abundance BR2 126 control,NORM_Abundance BR3 126 control,NORM_Abundance BR1 127C Sample,NORM_Abundance BR1 127N Sample,NORM_Abundance BR1 128C Sample,NORM_Abundance BR1 128N Sample,NORM_Abundance BR2 127C Sample,NORM_Abundance BR2 127N Sample,NORM_Abundance BR2 128C Sample,NORM_Abundance BR2 128N Sample,NORM_Abundance BR3 127C Sample,NORM_Abundance BR3 127N Sample,NORM_Abundance BR3 128C Sample,NORM_Abundance BR3 128N Sample,_GENE_SYMBOL_
1219.008751,1228.241343,1014.633985,1131.8,1180.374233,1089.332739,1163.579547,960.6374567,1093.409224,963.5725112,947.2153083,1175.823868,1250.99461,1092.089082,1192.969325,SF1
1279.664172,593.0064348,720.4859191,1218,1222.955736,1196.606928,1207.185561,845.3337784,763.0082622,793.9377745,666.5367238,559.1918657,587.6694587,574.4966169,575.8229451,RBM4B
4510.922413,9349.782687,2241.282508,2157,4106.839477,2508.550267,4201.801828,1102.973694,2172.406692,1235.624349,2232.34366,5123.902896,9348.215675,5936.482868,9321.046473,HMGN2
2189.318476,3220.998838,1024.016463,1848.8,2103.950205,1841.118249,2126.535785,829.476691,917.1071077,850.9957984,1003.900396,2776.462043,2919.200168,2727.227749,3531.1948,RPL30
2020.391949,843.6887453,1321.996117,1711.7,2006.567616,1521.294581,1917.71407,1256.636422,1326.339865,1168.868513,1308.002158,718.0017084,930.4520953,670.3351886,850.3952501,PFDN6
1593.974899,68.92836461,77.02474406,1765.4,1648.022631,2107.238193,1670.454901,98.69149159,83.97521354,102.519723,71.56804475,109.2980629,69.86245946,98.94048978,58.67368094,NDUFS2
1115.870934,104.3891574,144.0775347,834.7,946.8305852,1093.463795,1082.308393,140.901548,131.5900253,163.7852631,148.5798556,130.0897743,102.2161916,129.7992263,103.0753854,TRMT1
830.9438647,1460.845602,326.9621789,771,775.6940898,859.6593678,816.3948806,462.3473627,321.2344736,409.9762695,328.9732804,1648.208316,1448.259095,1683.539285,1379.018064,LMAN1
351.2468101,401.5645075,505.7204975,486.5,340.7143707,447.2867258,349.263972,737.0525244,527.6332247,651.7032039,545.675127,541.2317103,427.3245588,561.7145752,402.3204863,RNPEP
568.4380595,0,311.6849497,763.1,619.208624,726.3995061,601.9887444,464.3106211,373.687154,448.2544043,376.1692345,0,0,0,0,PGK2
1125.783493,828.2065168,806.0089289,1143.5,1142.967348,1053.552467,1081.714306,471.4840654,756.6935706,523.4252722,768.9194815,878.5104847,842.2280337,814.5208969,809.1650959,TMEM109
742.2028598,1193.383152,0,738.6,827.4402797,717.0046859,796.4335446,0,0,0,0,1275.009231,1196.498946,1170.70666,1154.72416,TSNAX
1123.482364,4350.320793,1991.934548,652.5,1056.557446,724.6671279,894.2203277,1788.377419,2070.098502,1715.178568,1815.121436,3606.431567,4486.613296,3603.573082,3905.67094,RPS28
333.7228217,253.0927174,208.5759332,320.5,362.3480188,307.2972411,346.1747176,168.8402259,186.8945019,170.4044044,166.3594955,206.784492,276.3077455,209.3259876,244.6291387,GRN
583.0708848,349.1381589,1073.434125,698,604.4952495,683.8229803,587.9682822,814.8277626,1006.684064,938.3787255,920.2461916,473.4361687,369.0485648,504.6499792,368.8792866,MTA2
863.2776883,869.9250966,133.6143519,885.9,881.9919859,876.6500002,949.8269067,169.2177756,133.2705481,156.1398984,132.5482141,1123.88504,920.0439145,1113.107251,905.8040998,MRPL39
560.1185903,446.1570339,404.4781522,731.2,587.2257379,678.5592158,574.1260462,449.6616927,415.0381991,429.2692704,398.6934412,544.3059712,436.2107887,467.4269625,424.1015746,STUB1
2016.910752,3141.733536,3499.320579,2164,2202.205621,2241.497504,2058.988049,3732.909394,3831.999314,3895.698161,3675.940543,3139.872034,3217.355275,3326.432748,3574.896897,RPL15
249.9380963,385.7578012,464.6046106,323.5,239.8404729,298.7686099,238.4666752,553.3368404,424.5611615,520.7570913,401.7399525,304.513626,332.7672173,363.5127076,327.4159302,ACTL6A
1230.101377,220.1813934,702.9490354,1507.9,1293.530057,1570.66736,1334.973757,967.810901,747.0687584,1013.139104,717.128789,308.3969028,224.1195555,307.7851452,230.637005,PTPN1
304.9291978,507.2515763,3087.081005,173.3,245.4515055,179.9008133,260.8043608,2048.509162,3124.142753,2522.919048,3608.467808,411.4655424,526.3004676,439.670144,508.8472648,LYAR
605.1381294,374.9573244,128.1617074,693,562.2878151,679.292145,581.0174598,163.2524903,119.2661917,159.2698799,143.5855748,391.4019454,348.4285838,398.2755824,395.1844981,SERPINA3
693.1120911,119.8713859,0,556.9,620.8919338,692.9512809,725.5589199,0,0,0,0,150.234273,128.3348342,149.1059922,124.9031141,XP_016859148.1
65.43469047,675.099329,1227.483613,68.9,65.0879786,62.632135,65.70606447,1306.019922,1228.767694,1159.940369,1155.526763,737.9035022,693.125933,678.3039091,640.1867604,MIX23
1380.795876,1218.692424,483.1239527,1074.8,1352.4459,1336.663043,1320.359207,550.5429726,481.393386,544.6680977,446.4387662,1101.718002,1243.924902,1251.891343,1141.011869,ZMPSTE24
1417.849966,567.743517,144.2740263,1484.4,1431.997874,1591.722418,1382.441338,197.2319633,127.9234302,177.0235457,132.1486716,776.8980739,598.6176867,706.595541,581.6063604,ETFB
89.80306483,158.5306032,0,119.5,94.88879639,97.27969904,88.81606364,0,0,0,0,162.3695131,158.6265682,145.2553353,157.8779094,CD276
1210.512272,1434.887375,1232.297659,1166.4,1149.638243,1225.524318,1212.235303,1498.796799,1319.312224,1482.687645,1291.720802,1701.926979,1428.473732,1616.58064,1479.248382,APEX1
3170.2488,3140.203855,1036.886669,2618.8,3113.437321,2690.916387,3052.242744,1012.437276,997.5685009,953.2589655,1002.951483,2697.097572,3099.330431,2694.390203,3068.241734,PTGES3
710.5770761,448.6601487,37.62815941,790.9,745.7685824,721.9353008,727.6976345,38.43455946,42.57324349,31.1458818,35.3595085,468.2584663,452.2649168,485.0223253,437.114259,ARHGAP1
22.30325789,200.8981387,868.7389023,38.7,28.24219761,36.37994224,27.32801958,1031.088231,894.2418131,1003.697848,927.5378417,258.2379102,210.9129486,246.6559669,190.7127833,PLOD1
68.50286352,69.80909019,300.4849231,101.3,72.44466583,84.2202326,66.47837807,365.3925997,279.5778789,348.608107,275.1848755,93.27954589,70.9916489,77.86883952,64.08397267,PSMD5
105.4389467,276.7795999,531.9521387,133.1,122.81927,97.67947863,102.8959346,599.095864,504.6660801,587.564238,506.6198506,256.7816814,305.7648612,235.1574776,288.0047534,CDK5
0,206.7850938,475.215162,0,0,0,0,487.8697224,566.4889481,465.0844689,537.2347923,247.8016037,224.8559834,212.9627191,193.6044909,TPD52
0,206.7850938,475.215162,0,0,0,0,487.8697224,566.4889481,465.0844689,537.2347923,247.8016037,224.8559834,212.9627191,193.6044909,TPD52
1207.857122,0,57.91592682,1711,1268.342755,1862.439827,1338.59769,57.53857428,53.01285464,61.77865187,53.43880522,0,0,0,0,GEMIN5
948.7735102,629.718785,0,577.9,946.3318268,641.6462341,828.8113069,0,0,0,0,490.8300129,599.5504954,477.2140488,596.8577862,HTATSF1
772.5895735,1941.165518,796.8720652,835.1,708.9228014,809.8201796,788.4133649,917.6723009,771.3090262,900.1005907,765.1737709,1573.61704,1623.627124,1755.525177,1773.96936,NIT2
1152.098978,36.06339453,0,603.2,1087.168746,731.9297904,1020.463896,0,0,0,0,22.97605467,33.13925519,21.92735179,33.11471659,SRSF4
732.2903007,154.1269753,332.02184,964.9,737.164999,864.4567229,776.828661,375.5864416,334.2712563,348.2489288,335.4159027,167.3045108,155.9754278,164.2946944,151.8612919,COPS4
3245.06502,2572.5994,4533.358119,2573.5,3085.880916,3098.691564,2894.274909,4528.104572,4189.899739,4411.478069,4382.531399,1802.244964,2258.378872,2230.493009,2361.219214,RPS15A
591.213344,950.5810176,1037.083161,545.8,604.4329047,514.516326,563.7889257,1042.188192,1033.827053,953.5155214,998.6064583,1008.923865,1028.397005,946.7802651,924.1804355,IST1
192.8228751,643.6249783,66.8562989,295.7,205.6755186,266.4530935,203.5343371,98.76700153,66.50796172,89.6919298,65.97445019,582.0870188,627.7311361,695.4714211,628.6199298,ANKHD1-EIF4EBP3
254.7173659,570.0612159,76.23877729,400.8,274.8159096,387.7861976,310.5888834,125.4220103,69.66530753,87.17768234,76.66221123,652.2287068,580.0597038,777.4583243,583.1921355,SEC16A
672.6379363,339.2647617,0,763.1,622.8869676,675.1610893,535.5103663,0,0,0,0,438.8102835,311.9999507,376.6691186,292.7154385,FKBP2
452.5555238,383.2083324,105.0248105,570.2,455.2417813,636.7822491,486.9140184,109.489413,107.4516074,132.4854478,112.7708619,519.7118845,451.8721552,491.2796427,407.1710927,SEC24C
1323.267631,548.5993243,717.6367896,1479.5,1317.408119,1413.487353,1245.504197,993.5597906,709.8426328,812.3584854,547.223354,646.2419884,526.3004676,598.2958157,485.4337609,RPL27A
1337.015407,325.2195065,571.9873213,1439.8,1387.920095,1425.94715,1496.387298,650.2160934,595.0069102,674.3827422,582.5828625,388.0040781,323.1445595,385.6539847,337.956671,SUCLA2
3145.644412,1685.940517,174.6319931,2725.3,3192.303502,2664.797454,3043.272024,211.8808917,159.2931886,193.6483656,153.2744797,1608.404728,1665.112562,1623.212327,1635.587157,COX6B1
936.0877947,1460.613833,1584.852881,953.6,904.4361164,905.1009807,949.6486804,1418.303203,1528.766471,1453.902077,1580.490122,1397.817861,1427.148162,1464.533174,1461.151889,ATP1B3
372.4290048,429.2841861,95.98619254,403.2,362.0986396,519.7134606,385.2656674,137.3525809,94.92407401,140.9004801,88.59854249,639.6889587,468.8590919,757.3493382,446.8621122,NCBP1
0,166.6889033,470.6958531,0,0,0,0,457.2126867,461.6854372,412.5418281,446.5885947,203.3057232,189.7529205,174.4561501,180.7317279,BCAS2
44.37050247,174.8008493,399.5658598,69.7,44.26481303,61.03301666,41.3484818,477.4493507,371.9557063,465.4949583,360.5870782,233.8056267,181.7994992,210.3956145,179.7522785,SPRY4
78.82844587,0,363.6570027,86.8,99.50231211,86.8187999,78.89480436,474.504463,360.0392721,404.9990857,374.0216938,0,0,0,0,PALS2
306.6992976,126.2218809,661.8822714,387.5,290.8385251,366.13147,215.2972673,784.095217,729.2450321,727.4384947,719.9755291,189.7142542,128.7275957,152.9566491,103.9615539,SSR4
1073.919568,1487.730909,0,1220.8,1085.423091,1170.687885,1030.979243,0,0,0,0,1729.27172,1417.86917,1605.349558,1352.852774,RBM22
207.2786904,2414.57869,1398.677001,122,200.1268307,133.8595311,217.3171644,1344.303462,1466.587128,1147.523065,1395.801615,1854.831005,2247.872501,1744.187131,2482.577654,CLTB
0,754.0401528,744.6543975,0,0,0,0,901.211134,756.5917208,858.2306738,729.5146055,1241.758673,936.2453281,1331.25766,620.5044923,PITPNA
76.35030611,388.121854,218.6952555,99.5,69.57680471,99.67837655,69.68644993,323.0315233,215.7180137,318.3345151,268.2428251,592.6851285,411.5650019,567.5440419,414.6335641,FLII
0,126.5000047,636.7804575,0,0,0,0,804.7849406,661.6167218,808.0996581,680.1211678,159.0525475,136.0427795,158.197821,146.0312361,ATXN10
513.5649647,257.0328055,0,537.5,487.5363914,482.733849,435.7630948,0,0,0,0,274.1755256,255.5895741,251.1484,262.9121935,MAD1L1
352.8989033,3211.496272,1805.267439,199,333.7317523,318.4910695,367.2054109,2014.454179,1884.069724,1918.832613,1955.260957,2250.27803,2777.11868,2509.612153,2955.884899,CIAPIN1
5069.978943,5267.156115,1958.432714,4834.4,5541.393488,4519.30832,5059.54519,1995.652204,2111.500472,1864.288836,1899.624669,5600.65603,5780.222533,5190.471575,5229.186873,SRSF6
1352.120259,584.5700109,147.5652622,1270.8,1396.773058,1192.542502,1284.89219,134.8607528,148.7008026,140.0281902,144.2348313,582.9769364,611.7261032,512.9395878,575.9628664,RSU1
780.9090428,142.7238969,226.3093086,877.8,806.9288381,911.0976745,802.6120533,270.8541548,204.6673033,239.3666204,207.7620839,94.81667631,141.2468699,141.7790478,165.8534256,MAP2K3
0,319.6570292,445.1028099,0,0,0,0,559.7551853,424.5102365,465.5975806,409.5310307,389.7839134,323.782797,354.1534721,316.6419872,DHPS
461.7010396,474.1548363,199.1934548,526.2,463.7830199,628.3202479,485.1317563,183.0360946,182.6677325,210.7349861,178.1959412,444.797002,517.0705713,527.0051818,503.017209,XP_024303906.1
71.39402658,37.54672181,447.3133415,61,84.53955841,92.14919437,80.02357038,580.7469486,479.4073137,570.2723729,484.7449005,60.1907911,41.23996201,58.88296175,43.04913157,NP_001356988.1
0,1854.94712,888.6336863,0,0,0,0,995.8250888,914.8154858,987.1756507,866.3579011,1495.546995,1656.962759,1563.045813,1945.886043,TRMT10C
101.8397437,0,221.4952621,69.3,72.88107948,65.4305921,90.776552,209.0870239,203.5978798,209.9140073,227.1898364,0,0,0,0,NELFB
0,1008.245366,482.6818464,0,0,0,0,501.8390613,467.0325551,515.5746628,491.4372368,1152.281502,969.4827737,1079.360521,1062.795841,XP_016879224.1
1088.552394,959.5736892,559.8048363,1153.7,1057.617307,1147.700559,1142.489445,635.1896153,544.8967768,591.9256877,479.0514203,1035.864099,894.4162238,1010.690473,928.4713565,XP_011514672.1
2159.226779,920.3582242,1178.851918,2260.8,2107.815583,2170.270108,2281.354956,1110.977747,1151.718271,1067.580258,1154.128364,947.5195503,930.8448569,877.3079969,928.098233,REEP5
187.6895856,714.7319798,1085.321872,203.3,189.5905584,184.6315384,178.0479884,969.7741595,1153.806194,988.4071188,1148.035342,765.8145546,709.7692034,726.2766763,734.073978,DNAJA2
161.492108,285.0306079,769.4123509,254.6,156.6101554,211.6832903,144.4820514,872.0642971,822.0811838,1043.361385,850.476088,342.213772,271.594607,312.4915037,257.31534,PWP2
107.6810731,664.2524983,52.659774,101.6,101.6843804,96.61339973,98.0838268,59.72836254,52.29990558,59.62358262,50.84177917,643.7340387,647.0255469,584.2837031,662.8073767,METAP2
116.8855923,594.4897621,526.4012483,129.3,124.5025798,114.0704416,116.7381706,379.4374485,540.1098331,385.6034625,440.0460867,545.9240032,618.5012398,502.7246508,520.1342527,RELL1
97.76851408,0,187.7478137,123.4,94.70176196,91.1497454,104.856423,234.156324,178.7465127,200.4214404,158.668303,0,0,0,0,MVB12A
0,701.1502644,605.5382781,0,0,0,0,621.9753758,661.8713465,607.2164172,656.2485053,700.2842578,694.9424551,722.4260194,722.5537879,PURB
385.5867468,442.0315299,103.1090164,452.3,377.3731173,431.1622825,380.2753333,111.2261416,78.7299455,96.46500459,87.34997228,496.7358298,448.8282533,456.1423985,443.3174383,CRNKL1
1448.94472,3133.760652,1121.378098,1605,1595.590648,1552.077609,1568.984776,1047.700418,1232.179665,1101.548255,1191.685356,3212.359869,3521.598185,3377.453952,3276.351403,TPT1
155.0607453,186.1575738,186.225003,227.5,185.5381459,235.6700654,159.5124621,172.0116433,173.1447702,227.5650507,175.7986863,267.2988895,175.5153145,257.0848294,179.7056381,IPO4
580.8287584,3362.471177,1625.379293,650.9,636.3534459,625.2552711,592.1268938,1480.070334,1633.519057,1434.968254,1555.019289,2950.966796,3312.403568,3078.332784,3231.576575,NDUFS3
3750.546528,2033.966181,980.2970616,3170.1,4113.136303,2982.822114,3388.258567,1081.755401,1052.567428,958.3387716,1004.649538,1851.109531,2227.301615,1743.598837,1897.893025,DNAJC8
1026.834913,130.7645707,68.47735537,844.6,963.7883728,790.4974996,879.1305082,87.74255029,56.7303747,73.88808862,60.43079843,124.4266623,133.2443535,129.9596704,126.0691253,YTHDF2
982.0513871,0,929.2092211,1285.9,950.3842392,1351.321628,923.0929745,1382.284962,1011.827482,1328.035771,987.6689833,0,0,0,0,RTCB
1528.835225,890.9698024,1005.595367,1206.7,1462.858553,1124.779863,1288.040853,924.2416657,935.3382335,827.1874143,926.9884708,619.2208537,845.5665069,582.3048933,812.2900058,TMEM43
404.7628284,890.4599087,147.2705247,215.2,363.0338117,345.942601,384.67158,114.1710293,133.6270226,127.8161311,151.6763098,936.1124246,857.2511628,887.2020459,836.3564759,FMR1
712.8782059,262.8734067,1033.251573,789.6,725.2571408,714.2728587,698.7061702,1089.079865,1087.705631,910.7220034,991.8142364,279.2723265,262.3156155,237.4036941,256.5224525,TTC1
1689.796303,969.2153165,258.8778069,2072.5,1859.496216,2053.401209,1740.557212,266.7011081,263.4856003,293.6025299,261.5504887,1167.976413,1026.727769,1135.72986,1031.220259,CTSB
703.0836535,171.9269027,690.1279524,1192,717.7134192,1314.808425,734.1731869,732.0688684,700.5742951,742.5752906,772.2157069,207.8362128,170.2130337,205.689256,177.2803349,PARN
315.6088001,356.2766714,139.2634881,302.5,384.2310461,278.7130008,327.8174175,158.1178144,133.5760977,127.200397,122.1601099,406.8541512,397.6219671,357.7902036,340.4286146,XP_011530170.1
509.0217085,689.3763541,543.8398862,620,519.332243,578.2811699,528.7377702,655.3507693,534.1006911,640.5686794,548.5218671,765.0864402,729.6527565,715.5804071,788.3634571,NAPA
1772.105946,513.9265491,618.5558528,2051.4,1754.258182,1929.003128,1781.133381,698.2404152,590.3218165,659.6564356,585.0300602,667.8427158,516.1377627,612.3079283,512.9049836,DLAT
0,26.05093538,221.7899996,0,0,0,0,248.5032126,228.245547,237.8272852,228.5882351,28.80096994,25.43130991,28.55903867,27.56450353,DERA
1463.872561,89.55588462,401.6290226,1060.5,1284.240681,990.6538119,1344.597972,420.0617962,411.1169793,400.7915696,446.6385375,69.49447521,96.66843477,63.32191346,68.7946577,DTD1
540.8245021,260.045814,906.9565368,544.1,523.6340347,502.056529,511.3904186,834.460347,851.36302,952.0274974,961.1493519,293.1065002,253.9694327,275.3754497,243.4164872,CYRIB
65.84771377,1340.696093,1237.406443,47.2,51.060397,48.83973931,57.09179743,1330.560653,1247.609919,1238.908264,1166.614067,1173.235017,1301.906325,1190.708683,1269.319735,TIA1
0,386.9166506,279.7550494,0,0,0,0,343.4947171,299.6423023,333.7278669,318.2355765,453.2916701,398.5056806,467.5874065,400.2683067,PYCR2
51.15588516,162.1462135,48.53344843,46.5,56.42205041,47.10736111,48.23989543,66.97731678,50.92493241,59.16178207,51.74074973,134.8629688,144.5362478,133.7033646,151.2549661,CIAO2B
888.7671259,132.2478979,301.5656274,1127.1,878.064263,1020.437391,902.8940035,328.543749,325.2066183,325.9798799,314.5398087,194.7301535,130.4950227,163.4924742,118.8398562,LMCD1
565.1338732,0,858.4722113,896.1,573.8839492,841.4693967,557.7886431,1159.606149,841.9419075,1090.875531,835.3933598,0,0,0,0,CAPN1
87.85595502,946.7336374,1061.644623,126.6,102.3701732,105.9415901,88.57842869,1227.338565,1046.150886,1064.860766,938.5252596,1288.438897,1023.978438,1075.082014,892.8380559,MTPN
668.2716901,664.5769761,364.9341988,906.3,688.8477735,857.59384,681.6558623,510.2206646,376.1315508,487.096962,399.6423546,858.8513957,657.6301085,803.6641837,684.3086223,UMPS
2712.97301,1366.329842,861.4687096,2566.5,3000.219151,2380.42091,2564.794046,963.4313245,901.9824028,840.4256969,874.4985789,1514.801576,1467.700791,1323.128496,1349.028257,COX5A
595.5795903,140.0353662,303.8252819,638.1,579.2456026,653.9727713,605.3750425,481.9799471,295.2118332,504.2348937,352.046858,272.5574936,155.5826662,263.3421468,178.8194696,PITRM1
187.9846022,55.06852533,10.21756809,243.2,186.161594,240.93383,224.0303518,8.381603341,12.83308297,20.98626961,12.13610249,78.39365132,67.45679501,90.81132521,61.75195037,DHX29
123.670975,0,291.2498135,177.8,129.8642332,176.1695372,141.155162,281.3500365,264.1476244,302.530674,273.237106,0,0,0,0,DDX50
846.3437332,0,642.6260854,1004.7,809.8590441,921.7584634,705.8352188,713.1913833,538.5820851,658.6815233,559.3095137,0,0,0,0,TMED10
2291.33523,2234.957027,593.6014077,2113.6,2310.560895,2005.361029,2286.048247,619.181508,611.3538135,553.5962417,563.1051672,2291.133339,2366.928344,2208.67262,2205.020361,ATP5PO
2878.123324,1370.687116,1964.57308,2744,2979.894744,2763.742902,2864.154678,2275.190002,2022.99294,2156.76252,1800.638022,1518.361247,1437.359962,1451.911576,1353.785583,RAB10
552.0941377,3096.770178,560.8855406,614.1,514.6563825,504.921616,493.2113447,515.2798306,506.6012276,480.7856878,512.8627017,2095.10876,2768.477926,2364.891631,2694.698402,RALA
435.7985788,419.5962048,393.4746173,722.1,465.9650882,699.6809039,456.615562,460.3085943,421.2510409,480.5291319,445.3400245,479.3419856,435.4743608,495.8255571,438.4668319,PDE12
438.9257551,83.15903572,479.6362251,723.8,438.9074419,678.0928063,504.0237351,678.4568109,467.5418044,718.9721512,494.9831762,137.2900168,85.37654041,124.9324238,95.79947588,PBRM1
13.74777537,0,197.179415,26.8,12.281927,19.05616022,13.54519231,283.9173744,197.8433624,288.2148568,191.8303279,0,0,0,0,ACSL4
57.82326119,117.2292092,0,64,57.23253291,57.03522081,49.9033401,0,0,0,0,138.9889504,119.1540331,120.7073975,123.0374963,XP_016864078.1
301.5660081,298.7050313,506.8994477,331,289.1552153,300.7675079,278.3893473,495.873776,487.0969785,443.8416434,516.958012,324.0109118,299.8243429,303.2392308,306.6609318,SYAP1
556.460384,321.0012945,72.30894341,465.6,613.5352465,427.1644867,574.0072287,51.19573932,104.2942616,56.03180054,81.25694962,329.5931223,360.7514772,290.7780773,332.2198961,NP_001002251.2
1463.636548,668.4707102,617.9663778,951.2,1371.89748,969.5321238,1281.921753,682.4588378,636.2561055,619.5310986,598.5645613,514.0487724,662.6378182,507.1636025,518.6417584,CYCS
231.6470647,106.8922722,0,287.1,210.9124824,246.2642244,213.3367789,0,0,0,0,120.5433854,111.1515167,107.8718745,110.1647332,PAK1
65.72970711,1243.260032,535.1451287,39.1,54.73874062,46.84084139,70.8746247,620.3141571,491.1200481,542.1538502,443.891683,726.7390813,1189.478333,1003.363529,1146.095677,RANBP3
612.6905553,809.6649258,980.2970616,483.7,592.8367706,593.1396444,626.1681008,1160.663288,957.7961287,1067.631569,936.6773757,791.6221653,877.0856207,927.8478687,852.5407106,NUP93
0,278.9118829,976.809334,0,0,0,0,998.9209963,970.5273618,925.6022435,899.2202692,298.2842027,255.8841453,242.9657541,240.0117346,AK3
996.271189,5.330707418,1230.234496,970.7,964.9729241,901.0365549,822.5733894,1236.097718,1059.034894,1043.053518,1383.066199,3.883276845,3.58394908,6.685168228,6.156538859,IDH3B
2549.120769,459.7387493,144.1757805,2794.2,2772.535916,2613.559038,2610.657592,216.7890378,161.1264861,219.0473961,151.0270533,465.5078119,480.2982719,449.7781184,483.2883004,IK
1497.976485,1104.893409,320.9691822,1806.5,1571.338518,1779.219044,1796.401426,314.9519598,320.1141251,315.2558448,332.5691626,1266.838169,1036.301331,1161.935719,1159.015081,FKBP8
0,1057.658706,5161.591188,0,0,0,0,3011.940487,5146.931993,3601.890387,3951.87456,802.7865862,1094.62642,863.7237351,852.5873511,XP_011514713.1
23.42432112,100.3563614,19.60004648,33.6,26.62123263,25.85241317,25.78339239,28.92030702,19.04592472,21.44807017,20.82615119,123.6176462,107.6166628,102.3632959,103.2153068,SP1
1067.075182,3822.905236,859.3564239,952.9,1241.285109,957.4721063,1151.044303,634.5855358,970.0690374,634.8218281,761.6278314,3409.840677,4051.482602,3321.619426,3833.424889,SRSF3
80.71655236,163.4904788,248.0707637,81.4,78.42976732,58.90085887,91.90531803,241.9338478,230.1806945,250.9116343,231.8345176,164.2302499,171.9804606,140.4420141,168.2787288,PAFAH1B3
2481.561958,1389.784955,2643.501006,2084.6,2276.520631,2177.39951,2139.783933,2380.903918,2625.485815,2505.93505,2608.213237,1270.39784,1309.319699,1250.17994,1263.956084,ERH
1118.172064,567.1409153,447.6572019,823.1,1053.315516,956.1395077,1024.028421,375.8129714,430.7740032,388.1177099,405.9850913,536.2158111,576.8194211,565.4582694,543.4078352,XP_024307582.1
688.4508282,665.2722858,831.5037262,878.8,728.74845,819.7480393,730.3116189,947.8007669,896.2278854,1140.390812,885.3361684,819.9377256,694.3533128,823.4522817,715.8375637,NOC2L
33.04186354,404.1603302,136.6599732,44.7,29.36440414,42.44326595,31.2489963,166.9524774,123.9003605,150.393047,122.2599955,380.2375245,428.5028434,390.5207872,393.6453634,XAB2
376.618241,951.693513,944.1425899,313.2,414.967036,403.1777116,413.1877743,1195.24684,994.1565304,1147.009953,1030.420027,922.9254636,928.831954,1068.503808,945.5884002,UGDH
76.17329612,980.8501649,1482.185971,85.1,102.7442421,106.4079996,81.15233641,1857.620034,1525.609125,1906.825798,1572.699043,1519.736574,982.1493334,1598.396983,955.7560174,AIMP2
464.7692127,8.946317667,36.40008632,777.5,521.3272769,830.2755683,563.6106995,53.15899776,32.23548221,47.1036565,37.35722085,14.96679618,8.395277981,17.16751201,8.908325167,ITPR3
443.8230313,1218.321592,417.0044977,652.4,440.2790276,571.0185074,427.564689,447.3208846,456.6947938,454.9761679,459.6236677,1318.291587,1216.431594,1289.274804,1321.463754,TSR1
1433.603854,374.9573244,337.3762387,1263.1,1381.49858,1422.615654,1494.010949,303.2479191,308.7069402,312.0745521,353.345371,403.6989887,384.4153602,386.8305744,387.9085886,MIA3
0,360.0313436,363.5587569,0,0,0,0,317.4437878,336.6647281,307.9183471,328.2740811,390.673831,366.4956148,374.5833462,390.9402175,YME1L1
306.050261,105.7334228,57.17908297,332.3,300.876039,306.431052,294.4297066,44.32433478,59.17477146,44.8459649,46.79641168,99.50896917,96.22657803,94.12716865,98.83110486,EXOC7
214.2410831,491.4912239,0,265.5,208.6680693,235.4035457,206.9206352,0,0,0,0,562.1043234,534.2538889,506.7357517,505.7223549,CAPZA2
1722.484147,884.8510774,1123.735998,2025.2,1814.794989,1732.911242,1916.466486,1113.545085,1149.732199,986.3033607,1060.685369,1167.652806,933.3978069,956.5673514,914.712425,COX5B
364.9355821,0,226.5058003,348.7,371.5127054,364.199202,369.3441255,245.407305,208.4357483,228.4886518,195.0766105,0,0,0,0,SCCPDH
50.74286186,36.89776613,593.9943911,55.7,47.88081184,56.50218136,47.76462553,708.3587472,554.9289884,655.8080977,618.4417991,50.887107,32.05916095,43.58729685,32.78823347,XP_006715894.1
282.0359066,689.1445842,210.000498,257.3,260.1025352,236.5362545,260.5667258,174.5789813,217.1948367,173.2265189,216.5020754,716.7881844,675.5989491,646.1081389,663.8334665,TXNL1
316.1398301,210.0298723,1156.893972,385.5,304.741417,287.2416319,280.5874706,1223.563068,1092.849049,1041.770738,1088.153914,259.0469262,204.4814783,209.700357,178.8194696,CAT
198.5461979,1070.359696,674.9980919,235.2,183.2937328,251.1282094,191.2367283,671.8119362,742.4855145,711.9938317,715.1810194,1167.895511,1129.582198,1334.199134,1119.697185,AP1G1
617.8828482,0,17.63512954,737.1,598.2607688,568.0201605,544.9563557,23.4080814,20.1153483,18.98513388,14.98284259,0,0,0,0,TWF1
2502.50814,1434.331127,0,2000.7,2617.110312,2255.356529,2934.078763,0,0,0,0,1394.177289,1427.099066,1407.14769,1641.18401,SNRPB
1501.457681,4197.306313,2845.838328,593.3,1249.327589,749.8532418,1263.623862,1385.380869,2357.620671,1690.75445,2314.699351,1897.304345,3539.125169,2423.614149,3609.923872,BANF1
0,1174.470729,1870.748296,0,0,0,0,1807.632454,1802.589832,1600.344164,1757.837035,1093.304235,1099.339559,1041.228322,1108.130354,BSG
347.4115938,1748.796511,207.9373352,281.7,340.2779571,313.6937144,348.4322497,224.9441113,191.5286708,206.7327146,199.7212917,2358.686176,1914.467046,2681.501198,1594.870048,NCOA5
367.7087385,760.2052318,1132.33251,451.1,370.0164301,436.5593069,373.7403721,1391.874724,1136.950041,1457.185992,1104.684984,824.7109201,826.9103336,859.231302,867.8387769,AKR1B1
469.0764556,24.52125412,243.6005777,415.8,449.4437143,458.8803338,465.7645076,353.7640689,244.1850509,331.2136195,237.7777118,84.05676338,32.01006575,112.738677,30.6894134,NRDC
