category,ID,term,value,genes,logFC,adj_pval,zscore
CC,GO:0044459,plasma membrane part,215,LRFN1,-0.22447761,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SSX2IP,1.868460963,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FN1,1.844936333,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PHACTR1,0.638162129,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DIXDC1,1.722342177,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CACNA2D1,-0.430633389,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,KCNB1,-1.08541377,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SNAPIN,0.74680646,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGA3,0.659065567,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,H2-Q6,-1.522694612,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLCO2B1,1.663784823,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,H2-Q7,-0.66362158,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,H2-Q8,-1.0723176,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SHANK3,-0.932066576,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGA9,-1.79339171,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC7A3,1.21865336,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FREM2,0.85107851,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGA5,-0.821946307,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PRICKLE2,-0.435516989,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PDZD2,-0.788489349,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CACNA1A,0.743256403,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,IER3,0.870549681,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TLN1,-0.33685271,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLDN6,0.586878968,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LEPR,2.65397884,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLDN5,1.52910963,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLSTN1,0.410412133,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PEX3,1.062943297,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,VMN1R208,-0.180059591,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ARHGAP21,-0.47531287,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GPC4,-1.013438067,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ANK,0.477344511,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SDPR,-0.983646077,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GOPC,-1.145147468,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ZYX,-1.05827333,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PAK1,1.396210657,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SCN7A,-0.59899362,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MSN,-0.335408524,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DLG2,-0.84072002,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,H2-K1,-0.498544692,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TRPM6,1.648325731,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LIMK1,0.497049015,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MPP7,0.877031013,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC9A3R1,0.644530775,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NEXN,-2.730754367,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ARL3,0.48744933,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,STOM,0.659323053,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NRM,-0.529485781,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,STXBP5,-0.629691451,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CD81,-0.52313523,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CTSB,-0.494640989,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TNF,-0.524113811,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CDH2,1.283265268,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CD24A,0.840220153,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CDH5,-0.51477973,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MARVELD2,1.257379363,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SYN2,-0.565854239,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CAMK2D,-0.46177705,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PPAP2A,-1.117278423,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EHD1,-1.272035273,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EHD2,-1.573082895,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TMEM45A,0.99378159,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC12A2,-1.422190337,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GM614,-1.559194723,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,VWF,1.762070325,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TMEM47,-2.086816653,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC6A6,0.881037713,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TCAM1,0.292937437,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SYNM,1.82651868,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LIPE,-0.677246396,0.002181399,0.204598302
CC,GO:0005886,plasma membrane,368,LPHN3,2.499834521,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ATP2B4,-1.866284233,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,HMCN1,2.211113274,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PICALM,-0.54274844,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD44,-1.039695579,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AQP11,3.574347477,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RAB28,0.624285703,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,APOE,0.869834598,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ILK,-0.647659317,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KLRA10,-2.254856765,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNG5,0.509692667,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ADAM9,-0.483709972,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNG7,0.558847907,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CDH23,-1.180580167,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RECK,3.692685987,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TMEFF1,4.241208215,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,BSG,1.778764695,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAGI1,-1.22138912,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MPDZ,-1.271882373,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CRYAB,-0.911483603,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SCN2A1,0.393511632,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VANGL2,0.522056899,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EFNB2,-1.000709547,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,THY1,-0.553856214,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,JUP,-1.051639559,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NPC1,0.372421104,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EGFLAM,0.8570897,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD36,-7.1283219,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PGM5,1.923125093,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PTRF,-0.899065637,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCB1A,1.655295053,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCB1B,-1.93257113,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PDGFRA,-0.536206566,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NPTN,-0.46681627,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TRAPPC4,0.665340741,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TGFB1I1,-0.98297974,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,UNC13C,0.511799428,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GPR146,0.723515835,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLCN3,0.426834427,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ENPP2,1.67516883,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ASAP2,-1.57587399,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FCGRT,1.08073206,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EPHB4,-0.802291718,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EPHB1,-0.939889352,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGBL1,-0.452187223,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DAGLA,0.256119887,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ZAP70,0.969143531,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC28A2,-3.5721393,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NPHP1,0.527485368,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ASPSCR1,0.415893557,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NTF3,-2.423301377,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAOA,3.09750176,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PCDH10,0.244743827,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TGFBR2,0.998477288,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAOB,2.96322107,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SMAD3,0.888539627,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PCDH12,-1.49477816,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD63,-1.995486263,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PCDH17,-2.0914267,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MCAM,-2.217916153,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNAT3,-0.698616979,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCG2,1.405721029,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LAMA2,-0.423097134,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EPHA7,0.431430973,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNGT2,-1.439395559,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD55,-1.258536183,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EPS8,1.164521567,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KCNJ8,-0.685065753,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TGFBR3,1.21053663,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RHEB,0.518721267,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SYTL2,0.782097033,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NRP2,-1.515317303,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GYPC,-0.812903083,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,STEAP4,-1.06457187,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GPR85,0.314805503,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NRP1,-1.141231543,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GPR160,0.789642334,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MYO7A,-0.657193028,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,H2-D1,-0.506586393,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GJA1,-0.81794802,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AP3S1,0.644103906,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GJA5,-2.454250023,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MMP25,0.399952889,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MCF2L,-0.51954142,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ASAH2,-1.497505013,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ART3,-3.423540933,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EDNRB,-3.102559733,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AP2B1,0.812143017,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CERKL,0.862400057,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SMAP1,0.655134843,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,IL1RAP,0.431341173,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,STRA6,2.191798665,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC22A5,0.503290817,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GPIHBP1,-4.131094267,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CEACAM2,2.203835035,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DPP4,3.031114722,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AGPAT1,0.700059263,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CTBP2,0.426218993,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ADAM10,0.437040344,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LYN,-0.728398005,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,STX2,-1.46728578,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FLOT2,-0.522611779,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC22A8,4.619827089,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC3A2,2.073145523,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RFTN2,0.588194853,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MMP15,-1.465283697,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLIC1,-0.596382773,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD164,0.482068703,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FLNA,-0.673017174,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LRPAP1,0.397803941,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,BGN,-1.57974212,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAST2,0.335594489,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PRUNE,1.20602022,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,XPR1,0.487134617,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLXDC1,-0.582529547,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SORT1,1.117317833,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KCTD12B,-0.86387824,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SGCE,-1.500580617,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PARVB,1.10236738,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAP3K12,-0.535127166,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SGCB,-1.220161917,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PARVA,-0.75435956,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC39A14,-0.8730863,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NKD1,3.32283548,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SHROOM2,0.603263524,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PARD3,1.703520435,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MTDH,-0.461440727,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LIMS2,-0.835999183,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EEA1,-0.356661163,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC19A3,6.28152458,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KIT,-1.79462081,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLDN15,-0.673879943,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLIN2,-0.606822651,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DGKD,-1.184887067,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MFSD7C,2.500242527,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LANCL2,0.372385025,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SOS1,0.690144542,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,COL6A3,-0.394314601,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLEC2D,0.78210607,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PKD2,-0.684857057,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLCO3A1,-1.211341989,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLEC2H,0.244190849,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LY75,2.816851163,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NOS1,0.49661843,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NPR2,-2.076959626,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ATP1A1,0.617869067,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SAMD4,-0.78489701,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FZD6,1.345358869,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PROM1,2.246888765,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CDH13,-2.270387951,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC16A2,1.801578237,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCC9,-0.583118275,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AP2A2,0.346403043,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PTP4A3,-0.642464955,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TFRC,4.403254367,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GRIA1,0.226574896,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,STAB1,-0.456243678,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LAYN,2.3060945,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FYN,-1.658977507,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNG10,-0.419744328,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CDON,0.52434445,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC16A9,1.730234867,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,HBEGF,1.136809987,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCC4,1.931577016,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,AMOT,1.08778812,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LRP8,3.356398728,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CP,3.07845306,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DNM2,0.350993795,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,HTR2A,0.822310451,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GNA13,0.371159948,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ENAH,-0.831753073,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,OCLN,4.699066495,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLXNA4,-1.31552777,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GABRB2,-0.280329654,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TGFB3,-1.654311963,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LMO7,-0.743616143,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC7A5,3.92920449,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,IL17RD,0.823627148,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,IQGAP1,0.596446673,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SEZ6L2,-1.087657583,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC16A1,3.734074753,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DMXL2,0.402511439,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DYSF,-1.67859281,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TIAM1,0.820376553,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC2A1,4.732592847,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ROBO2,-1.668692134,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SPRED1,-1.04019387,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,INSR,1.6754155,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MTUS1,1.112381343,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SCAMP5,-0.592226983,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,INADL,0.344717978,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,BST2,-0.670957563,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MFGE8,-1.456285783,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PNPLA6,0.890683813,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TNS3,-0.353930953,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,IGSF5,1.372578317,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MIB1,-0.289969767,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLCE1,-0.583871842,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LYNX1,1.006672373,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RASGRF2,-2.058812107,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLEC12B,-1.35920174,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CD300LG,-2.27840851,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NEURL2,1.867876173,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VAMP1,0.57290268,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CAR4,0.692140915,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DST,-0.99191953,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC40A1,4.51860542,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TNFAIP1,-0.69819068,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC38A5,4.27402867,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,BBS4,0.79173311,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CGNL1,1.435226193,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CAV1,-0.956726373,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC38A3,4.76175526,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FGFR3,-0.441929813,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CYSLTR1,0.885731064,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ADORA2A,-1.62486456,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAP4K2,0.470737143,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LRBA,0.489274341,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PAQR7,0.88875168,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGB5,-2.066462034,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CDC42SE1,0.681192397,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NOSTRIN,1.203955343,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TTC8,0.501888753,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KCNA5,-2.91107021,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGB1,-0.320847591,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TTYH3,-0.563584005,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PTK2,-0.652790383,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC30A1,1.46270244,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,P2RY2,-1.289786327,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TTYH2,1.358056397,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NUMB,-0.872537607,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LRFN1,-0.22447761,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SSX2IP,1.868460963,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLXND1,-1.48317114,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FN1,1.844936333,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LPL,-4.7634007,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DIXDC1,1.722342177,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PHACTR1,0.638162129,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CACNA2D1,-0.430633389,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VAV3,-3.272060383,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ADAM23,-1.084403685,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KCNB1,-1.08541377,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGA3,0.659065567,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SNAPIN,0.74680646,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLCO2B1,1.663784823,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,H2-Q6,-1.522694612,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,H2-Q7,-0.66362158,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SHANK3,-0.932066576,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,H2-Q8,-1.0723176,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGA9,-1.79339171,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LAMP2,-0.45517223,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC7A3,1.21865336,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ITGA5,-0.821946307,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FREM2,0.85107851,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PRICKLE2,-0.435516989,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ECSCR,-1.12191613,0.000318,0.104257207
